transaction_id,client_id,transaction_date,service,amount,payment_method,city,consultant
1ae9a1fd-c78a-4f35-b881-ba71d2385c68,c49af4d8-f101-4e6b-8c28-560179d19f66,2025-02-11 02:45:18,Неизвестная услуга,141881.371367818,Кредитная карта,North Hannahmouth,Chad Raymond
fdf19748-ea94-47b6-9971-75e61cbbf934,9f24896c-8191-4b49-8922-6e27ce884c88,2025-02-10 03:38:40,Инвестиционное консультирование,46145.316416038,Банковский перевод,Неизвестный город,Terry Brown
ae1c59fd-c92c-4757-88fb-f3482b4e837b,589b6877-9cf5-40ec-b2c8-26feba941c87,2025-03-09 17:15:27,Налоговое планирование,21471.4983924461,Кредитная карта,Hamiltontown,Timothy Brown
e5a0992b-0394-44b1-bde7-0b52f9f65a88,4b09fb69-ed80-4b8b-9f2a-8aca21d61700,2025-03-15 18:50:54,Структурирование капитала,75231.150007637,Наличные,Неизвестный город,Laura Herrera
dbd7c95f-94cd-4d41-b38a-e741b989f93a,ce973f34-cf95-41a6-85cd-5cc2a6824d9b,2025-02-23 00:27:30,Управление активами,9796.16611226837,Банковский перевод,West Meredithhaven,Terry Brown
458ce4d6-07f9-4f50-8f5c-daea49f00464,98aeffb3-c655-42f8-9558-082c6c5740c7,2025-02-26 09:07:25,Финансовое планирование,44043.6287797729,Банковский перевод,Trevinoberg,Ronald Shepherd
f88d0325-637c-4b0b-ad44-954aee483243,926eb57c-e1b9-41b2-a9e8-a3723563c505,INVALID_DATE,Неизвестная услуга,2348.97802072607,Кредитная карта,Lake Tina,Kathryn Young
773cf012-b803-4958-8809-b2ebea95abf5,9528586e-2bb0-42ef-8237-6ede9a2de3eb,2025-02-16 15:15:02,Налоговое планирование,16131.1449074048,Криптовалюта,Johnsonfort,Kirsten Martin
8a5d31f9-b597-40d9-bfda-c2d88260ee86,84b8df6b-d676-4a66-b306-efe700494017,2025-01-25 08:12:07,Управление активами,11584.8830558652,Наличные,Cruzport,Kirsten Martin
c2fe291f-9283-48e8-9354-0622e3a9d652,de69c627-841a-43bd-b54c-d0466b62d166,2025-01-12 14:03:32,Инвестиционное консультирование,71056.5134992908,Наличные,North Melissaland,Mary Howard
Unknown,1b980cce-cdaf-4100-98d6-85cab0bab87c,INVALID_DATE,Управление активами,89024.9610220855,Кредитная карта,East Melissaville,Gregory Williams
ec690d0b-3c8a-4e21-a1c4-8c5c6bcaf7d3,d6867b04-8fb8-44e4-8400-41fc95fefa77,2025-02-07 07:12:57,Налоговое планирование,49225.0202641307,Банковский перевод,New Ryan,Ethan Lowe
e812de5c-6e78-4f53-8390-be7be2cd2b5e,46834f1c-6bfb-4c85-9ce5-9a32e02edd0e,2025-02-05 15:15:34,Структурирование капитала,43849.71305507447,Неизвестно,Matthewsville,Joshua Fuentes
0c1a7ab9-54e4-4754-ad6c-1b0618a17747,3544457f-1b93-41ff-a4f7-097013a94b19,2025-01-11 09:38:56,Налоговое планирование,17790.5034893946,Банковский перевод,West Jaymouth,David Palmer
50e8a925-47f9-4462-a1a1-fda3ff56f6e4,fa8ad3f7-e9bc-499a-b931-5365138a3d72,2025-02-20 17:04:17,Управление активами,36755.3231574353,Наличные,Cruzport,Cynthia Coleman
ca699a11-cc8a-41c8-b5e3-6d4f0a8ac585,da911142-53e9-491d-b6c5-345da35e2dcf,2025-02-01 14:50:58,Финансовое планирование,6799.51013672164,Кредитная карта,Patelbury,Cheryl Waller
28de979d-fcb3-4841-9ad4-7f1da9eb4980,59e8257d-3133-40d5-9e9b-56d642079a70,INVALID_DATE,Инвестиционное консультирование,14362.709161091,Кредитная карта,Johnsonfort,Michelle Morse
69bb484f-e1dd-456d-a85f-6322b0abd342,2543b4f6-8dd8-48ee-91d4-bdcc4d8e5ad7,2025-03-05 13:02:31,Структурирование капитала,74542.1469102899,Наличные,Michellehaven,Ethan Lowe
2393ba19-8314-4217-8808-5534c6c82db9,f11858c9-2c28-4b91-a451-d7c35d97eee3,2025-01-22 14:01:08,Структурирование капитала,71957.9365749684,Криптовалюта,Lake Arielmouth,John Wolfe
0b83328f-0b7c-41ef-9427-aca57fc103e0,Unknown,2025-01-03 16:52:49,Управление активами,14764.8688567876,Банковский перевод,Davidsonborough,Terry Brown
b14abe1c-48b5-4c97-b0d4-df533ac65b98,24df891c-d0ed-473d-9a4f-aa6a28aa45cb,2025-01-26 17:49:54,Неизвестная услуга,59536.47307839,Банковский перевод,Неизвестный город,Travis Curtis
33e8eac4-9568-43ac-ac4e-fc97c75cfa7f,d2461bdd-d5f8-4330-ae12-8bc3190e312d,INVALID_DATE,Инвестиционное консультирование,4290.27897744543,Кредитная карта,Неизвестный город,Frank Pollard
6c7058b4-b588-4ef8-8fb4-b44efac05cf6,c8783903-28a6-4a9f-8f9b-23788b1d33f5,2025-03-10 09:31:08,Структурирование капитала,107928.945910249,Кредитная карта,Elizabethmouth,Frank Pollard
a65e8e9a-b9a8-4d50-ac82-498c4350e2be,43557394-d655-4ed9-afd9-4a6c668c03fb,2025-01-25 19:54:00,Инвестиционное консультирование,791.578991538685,Кредитная карта,Mayoberg,Alexandra Meyer
c4582dcc-f40d-41f6-b9cc-70b68ab93c92,ed0462cc-c6e6-4ae2-9975-3f89ff3de2c5,2025-03-12 10:30:39,Управление активами,165531.626438644,Банковский перевод,Trevinoberg,David Thompson
8f77719d-b5c4-40af-93f8-076d698e5411,b426ae35-74eb-4dec-8847-59fe10327b3d,2025-01-07 23:46:13,Инвестиционное консультирование,90848.1990363978,Криптовалюта,Harrisberg,Ethan Lowe
78b36ad1-4964-4a14-9610-7086af19d3c1,261f4f46-21ec-49f0-813a-61ef8c6dcb55,2025-02-24 12:57:45,Неизвестная услуга,6437.25695954131,Кредитная карта,Erichaven,Lisa Sanchez MD
a75d6ff4-de67-454e-a36d-cdde4b0f0c98,81ff0851-ab86-4aa8-aad2-d676e4db26dc,2025-01-03 11:11:35,Инвестиционное консультирование,86328.9266487957,Банковский перевод,Roberttown,Phillip White
09ecfadd-155d-4283-9255-bdcd00453e1d,bd10d8c5-344b-4f52-9a01-0b17db052296,2025-02-18 16:13:30,Финансовое планирование,19889.9481475442,Банковский перевод,West Jaymouth,Kirsten Martin
9c9b1fc8-1329-4b3e-a1af-ff021ce329c6,429dca5c-f011-43ed-80e3-4caacbaa70c5,2025-01-25 14:41:15,Инвестиционное консультирование,42627.7085066531,Банковский перевод,Lake Tina,Ronald Shepherd
3e6924ec-d8b5-4fe9-bfb7-db352d0d995b,61ee5ea0-77a9-4027-a95b-516ea8c12378,2025-02-07 03:39:59,Инвестиционное консультирование,87139.2174690015,Банковский перевод,Dannyburgh,Lisa Sanchez MD
95334d22-fc55-4091-a91e-c5495ac0775d,e140cb81-5e44-4ea2-8c7e-ef60d6fe94e8,2025-02-15 20:29:19,Управление активами,15849.6439983909,Кредитная карта,East Melissaville,Julie Jones
fa26b83e-3d11-47ba-a10b-1ea960c26fa5,8b5bfc47-933b-4542-b27a-2fe0d66e0e81,2025-01-30 08:56:07,Управление активами,31965.6520782081,Кредитная карта,Port Jordan,Laura Herrera
5b009149-9731-41c0-b165-b87bc733d74b,7d623e4c-fb73-45bf-a5cc-e8856efa0023,2025-03-16 08:58:11,Инвестиционное консультирование,16964.8581396546,Кредитная карта,North Emily,Alexandra Meyer
5ebfe6f0-adbb-487e-89dc-5423033fe1fa,975390e7-0d9f-442d-a6ed-4c840ccc56ff,2025-02-13 19:08:27,Структурирование капитала,46142.553939209,Кредитная карта,Matthewsville,Jason Beard
5cea078d-89a4-4562-8d56-fd6e53e8461c,6668f3d9-ed5d-478b-9a67-4cb7bbc29e68,2025-01-02 12:55:09,Инвестиционное консультирование,48818.6311920643,Кредитная карта,Ibarramouth,David Thompson
7a7abb33-90ac-4738-9c22-e42c47d049cb,3d286ca7-5922-44b0-91fe-f3aa83c9ff22,2025-03-03 07:00:06,Управление активами,11743.6049007123,Криптовалюта,New Chelseaberg,Antonio Benton
5bbec9be-5049-4447-a4bc-09de743a15ab,67f19e10-240d-41a8-bde5-584bd48473cc,2025-01-24 18:08:29,Инвестиционное консультирование,46928.8827452763,Банковский перевод,South Thomas,Mary Howard
85799cf0-7dd6-4542-8a93-8e49821c0bf8,a5962c1f-1541-4b73-b34d-a7b98f659c29,INVALID_DATE,Финансовое планирование,43849.71305507447,Наличные,Trevinoberg,Ronald Benson
471ec989-52b5-4888-8ce4-2a963c886a38,090b84c8-ae89-4df1-a62e-f74ca4aa194d,2025-01-03 04:54:02,Инвестиционное консультирование,60063.7607271208,Кредитная карта,South Thomas,John Wolfe
94cef9b2-385c-4ebf-81e5-0024793cfa30,30b6f45b-150f-43bc-be12-833d9a2b7ed7,2025-01-23 17:55:04,Неизвестная услуга,36227.6046227112,Криптовалюта,New Tommyborough,Неизвестный консультант
ed3252d1-ddda-4a7c-b202-66ff8bd2f285,454e8e76-3c8a-4363-ad16-3213d68d503f,2025-01-02 21:23:38,Инвестиционное консультирование,70263.9434016275,Наличные,Port Michellemouth,Erik Garcia
e0fad986-9b15-4cfc-a3f1-8264c7773b8c,96d6a636-ea39-4814-81d1-73bf8a82d3ba,2025-02-27 22:48:48,Управление активами,50907.1691719953,Наличные,New Zacharyport,Sarah Alvarez
c8095cd7-28b8-4029-ade0-6563582626ba,6ff42140-1978-4e5d-ba0a-b8aee5e82089,2025-02-03 16:29:17,Управление активами,34232.0607967684,Кредитная карта,Неизвестный город,Chad Raymond
163871c9-4456-4bb0-98f9-4b7e8041abf2,8cb3a2e3-8f1e-4c52-83db-389b3c03adee,2025-01-21 01:03:35,Управление активами,18883.9193315633,Кредитная карта,Matthewsville,Katherine Smith
626e42ad-56d5-412d-a377-86478ad827f8,545da577-03c4-4d50-8443-701cde0e6f74,2025-03-20 11:29:27,Управление активами,18312.1282155677,Банковский перевод,Trevinoberg,Stephen Jones
4c751419-0a97-4478-81de-56f679721267,2b50e8ec-652e-4afd-b088-985ef3050e38,2025-01-13 14:24:44,Управление активами,37556.0835620997,Банковский перевод,Davidmouth,Неизвестный консультант
76c5ba68-53a3-4b35-877a-1646ff79968f,52ca70cb-5590-463b-b7ee-19696ffecb7a,2025-02-12 12:35:03,Инвестиционное консультирование,60612.4785266641,Кредитная карта,South Andrew,Joshua Fuentes
f3604c8b-da45-4a0b-bd26-b7398bd1fd5f,a8cc35b2-07ec-461a-aa07-39c292867982,2025-02-03 22:20:56,Инвестиционное консультирование,26978.9637999991,Банковский перевод,North Melissaland,John Wolfe
b734efd0-caee-4afc-85bd-ba45a118e5c1,7b7c6a9a-4521-426a-8a81-e0c1b2294d58,2025-03-02 16:20:42,Управление активами,63682.5443897237,Кредитная карта,New Zacharyport,Cheryl Waller
e2d80b4f-8ea5-443b-a87d-6c8ec1ed27f0,eb3620a7-b6ce-436f-ad9c-9722ba4596e7,INVALID_DATE,Инвестиционное консультирование,65761.1375693337,Банковский перевод,Elizabethmouth,Katherine Smith
8dc1961a-f2aa-4e0a-8775-55e508abdbe6,ad0c9d3c-c024-4aa8-a2fe-b36c364323e4,2025-03-19 09:55:44,Финансовое планирование,33792.2426747018,Кредитная карта,Roberttown,Gregory Williams
e6aa59ee-0535-483d-a421-f0c664eca36a,2bbd361a-4d12-4579-81a2-928a0a2a8010,2025-01-23 16:24:35,Управление активами,94095.1576371509,Криптовалюта,Davidmouth,Michelle Morse
43cc1be2-2d3c-4980-b6de-1f0320283be2,a6538686-3df0-4164-9b02-ef93856ed7b7,INVALID_DATE,Налоговое планирование,59403.3347849244,Кредитная карта,Port James,Alexandra Meyer
3ff3c983-df40-4c00-bd51-cb2887910729,e4b974df-8e1e-4340-bf0c-34af8ee344bb,2025-01-16 16:34:16,Структурирование капитала,91626.2673281277,Наличные,Trevinoberg,Tiffany James
10a5703d-9020-46e0-89b2-40d979aa045c,eb356a59-d7be-48c3-ad9c-e0b804545c82,2025-01-24 06:53:45,Налоговое планирование,31403.717716917,Неизвестно,North Hannahmouth,Mario Jones
81b3b08c-e7d6-48b5-9ec1-14566821b4e5,ac391095-fabd-482e-9d55-865d39d56b08,2025-02-01 00:01:54,Налоговое планирование,20688.2579741103,Наличные,Krystalland,Teresa Baker
cfd87d92-897a-4a0f-8e1e-bd6aef4840f9,18ad2bdf-ab9c-4c32-88a0-04cef6fce30f,INVALID_DATE,Финансовое планирование,52199.0659868018,Банковский перевод,North Patrickport,Tiffany James
186ee6a5-9cce-425a-9643-8f2068da18a1,3fdd7a9f-0d9f-40f2-bc53-97289fabf688,2025-02-21 13:04:58,Инвестиционное консультирование,16368.3312303263,Кредитная карта,East Matthewmouth,Patricia Haas
9d333197-e3fb-4a86-ae07-d87c0c373a65,db940886-f8f0-4605-8467-1a4208314c92,2025-03-12 10:26:06,Налоговое планирование,46779.1415189515,Кредитная карта,Ibarramouth,John Wolfe
98ac46bc-a6fa-4179-bd31-f0f858274d43,4b16a9c6-2f95-4fe9-bcf7-09462bfc241e,2025-01-30 02:28:30,Финансовое планирование,29511.346979525,Кредитная карта,Erichaven,Chad Raymond
bddb74aa-3b36-4574-86f8-ca7e34503c01,290c4f04-fd17-4acd-8501-8f8f3dedf75c,2025-02-14 13:42:25,Инвестиционное консультирование,38371.2344190219,Банковский перевод,East Jamie,Sarah Alvarez
f788813b-7927-4938-8387-b869a069481a,e75b406a-d278-42fe-a7a7-4e8aafd168ac,2025-01-14 04:53:17,Структурирование капитала,8555.01448931011,Кредитная карта,New Ryan,Antonio Benton
7e069830-432d-4c9a-940b-0c57c2fa531c,aa164d9f-16cb-4ca7-90a5-dce36d1a9297,2025-02-06 21:49:30,Инвестиционное консультирование,32077.9577702454,Банковский перевод,New Zacharyport,Harold Gibson
b90e525d-ada4-4fd3-8c11-b34eea1a6d2c,7c882617-f447-40db-9510-3a5f6ae619e8,2025-02-05 22:48:31,Инвестиционное консультирование,23476.3341696951,Кредитная карта,Aprilstad,Courtney Callahan
f6e14686-dcc9-4b8d-9908-b99334cd5983,145e3457-5ab3-40e7-ab0d-eabc2b5fc4fd,2025-01-12 13:32:55,Финансовое планирование,30787.9760316745,Кредитная карта,Lake Tina,Patricia Haas
6f70bedd-d791-4228-bc76-a399f5690cf9,1b286525-6bc1-4dd0-8578-4dc2fde7e564,2025-03-13 18:04:55,Инвестиционное консультирование,9314.35709827291,Банковский перевод,Matthewsville,Lisa Sanchez MD
c94b4a73-db99-4656-9709-4f94db32310b,a0fcad49-94a4-4d38-b18e-9f3419cd7d2d,2025-01-25 21:07:04,Финансовое планирование,43849.71305507447,Неизвестно,New Chelseaberg,Jordan Phillips
f8efe37f-e58e-4da9-a9d9-271dbc903058,74f0a25d-0014-4743-88f7-6c17b487ce4d,2025-01-16 08:11:45,Финансовое планирование,41426.4078885498,Кредитная карта,Karenville,Michelle Morse
f63ef406-3b41-49df-a117-8706c6dcad58,b5b19259-2a0e-44a2-a789-32de08d653ce,INVALID_DATE,Инвестиционное консультирование,12668.8980543911,Банковский перевод,New Ryan,Terry Brown
cf0080a9-401d-4acd-b38c-857738eb09b8,f0501c58-6103-42d4-bec3-926452364334,INVALID_DATE,Структурирование капитала,1250.31514544716,Кредитная карта,Неизвестный город,Tiffany James
cfe09808-b9fa-4908-9b3a-b232640793ac,54dafed5-4d51-4e19-b543-3ed0afe253bd,2025-01-09 17:23:13,Налоговое планирование,43849.71305507447,Кредитная карта,Cruzport,Alexandra Meyer
bddf2296-0a3f-4990-818b-2e8cdd7c531e,a8a4df11-646e-414c-a7bc-8e40cdd0cd71,2025-01-16 03:23:02,Налоговое планирование,97862.9425298856,Кредитная карта,Port Michellemouth,Неизвестный консультант
4243eb84-4fdc-4a82-9f1b-595e5eff70c6,5eb9ff25-3d87-4818-b46e-23546af758be,2025-02-03 20:48:49,Структурирование капитала,79882.9077112939,Банковский перевод,West Meredithhaven,Catherine Lawson
26452d17-b38e-47a2-ae3e-f500d5545261,fe932651-9897-45eb-ab3c-306b086e9204,INVALID_DATE,Финансовое планирование,45397.5259483367,Кредитная карта,Aprilstad,Katherine Smith
5a8cde50-908d-407b-bf49-7f3fbff1fe46,b59ea28b-8fd8-4b91-9ebb-84ab271eb513,2025-02-04 01:26:35,Инвестиционное консультирование,11852.7612447686,Наличные,Kaneburgh,Wendy Cooper
e01262fe-a77a-48de-b82d-84974224e468,88648380-38d0-4caa-b08a-27cc2ca85922,2025-01-17 04:27:22,Финансовое планирование,68344.6259702024,Кредитная карта,South Andrew,Travis Curtis
7c474a77-3885-400a-88f5-807c87da830d,f1843433-6e3c-4ff2-930f-db2b7c31ae48,2025-02-27 04:43:12,Структурирование капитала,52651.7173078097,Банковский перевод,North Hannahmouth,Cynthia Coleman
a76778be-5734-4dce-a24d-7eb1b1372c79,474b667c-823c-4ee0-9050-9505afc02e53,2025-01-24 07:32:15,Налоговое планирование,13683.2818734375,Кредитная карта,Davidmouth,Неизвестный консультант
86831e80-abde-4358-b524-dc39b52dc06e,80edf641-33b1-4a76-8c87-d6330f10a9e6,2025-02-08 16:43:27,Финансовое планирование,18115.858099064,Наличные,Port James,David Thompson
2970b396-a65c-4c7b-85e1-4ad931504c38,decd3431-14cc-4418-8694-9cc782993ce7,INVALID_DATE,Управление активами,94048.1179017142,Кредитная карта,Michellehaven,Неизвестный консультант
914e677c-a358-4d1b-8fe6-003bb1665aec,16dc6e0c-c542-4b15-857b-d28f076480b0,2025-03-16 21:49:08,Структурирование капитала,42094.7490602531,Банковский перевод,Mirandaside,Frank Pollard
32009aa3-eabb-475a-95a5-8c2e3c85abd6,aa3ee6b5-7363-4b74-a389-c5039e699a3a,2025-01-04 11:36:28,Инвестиционное консультирование,42635.3373038389,Неизвестно,New Tommyborough,Teresa Baker
bcbf89ee-f2de-4135-ab3f-9174cf2e1113,025afc63-46e4-4b03-9624-d1864a7e865f,2025-01-29 21:08:48,Налоговое планирование,101235.867139172,Банковский перевод,Harrisberg,William Bell
a0abff44-5931-456a-885d-fd5aa8057405,00d34d40-1ce0-4559-8b61-86749874bd28,2025-01-10 02:09:35,Управление активами,108867.688037138,Наличные,North Emily,Katherine Smith
f351b31b-f0b5-4349-89a0-91d033cbcbd1,4a52034f-1413-4aa0-ae3c-e3f7e68575d0,2025-03-20 01:56:14,Инвестиционное консультирование,21782.6087982625,Банковский перевод,Trevinoberg,Dylan Martin
c1964cee-b48f-4ca3-8dc9-39ecc8846b50,697639c2-d786-491d-9f29-20b2f74200b4,2025-01-28 18:41:28,Инвестиционное консультирование,106619.434148815,Криптовалюта,Bondstad,Tiffany James
e58d41ff-71ed-4b70-b1ce-0d2d38b769a8,2270b048-f11e-4a8a-bcc2-aa5b81d21479,2025-02-01 20:31:22,Финансовое планирование,43771.4619821822,Кредитная карта,North Melissaland,Gregory Williams
8d8dba6a-22d8-4626-a11f-a5c5b03932ce,03fc0326-e67e-4966-b4d0-62e245633480,2025-03-07 16:00:55,Налоговое планирование,23811.8832723104,Неизвестно,Trevinoberg,Travis Curtis
